nodes,edge_prob,runtime
1024,0.8,1.6195321999985026
1024,0.8,1.6604609000060009
1024,0.8,1.6455660999927204
1024,0.8,1.6196392999991076
1024,0.8,1.6526501000043936
1024,1.0,2.02237019999302
1024,1.0,2.039106600001105
1024,1.0,2.141173700001673
1024,1.0,2.032532400000491
1024,1.0,2.0844421000074362
1024,1.0,1.972352700002375
1024,1.0,2.0710114000103204
1024,1.0,1.963113700010581
1024,1.0,2.0132219000079203
1024,1.0,2.1496136999921873
